sample_id,user_id,age,gender,user_tag,initial_need,date,time,hour,weekday,date_type,time_slot,place_type,activity_state,heart_rate_zone,heart_rate_bpm,heart_rate_trend,sleep_minutes_last_night,sleep_quality,recent_workout_minutes_24h,breathing_rate,steps_last_10min,weather,light_lux,light_class,noise_db,noise_class,bluetooth,network,calendar_title,calendar_start_time,calendar_location,calendar_note,app_event,dwell_time_sec,next_action,user_correction_from,user_correction_to,multiday_consistency,conflict_flag,conflict_reason,confusable_group,ground_truth,ground_truth_id,gt_confidence,context_text
s00004,user_04,23,男性,养宠物,陪伴和放松,2026-05-19,15:54,15,周二,工作日,下午,住宅区,慢速,静息,57,稳定,473,一般,6,21,329,阴,288,室内柔光,44,安静,家用音响,蜂窝数据,,,,,,1387,调低音量,,,0.882,False,,放松/减压/深夜EMO,放松,0,0.92,"周二 下午 15:54，地点类型=住宅区，运动状态=慢速，心率=静息(57bpm,稳定)，天气=阴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据"
s00404,user_18,22,女性,女性,情绪和身体舒缓,2026-05-14,09:54,9,周四,工作日,上午,公园,慢速,稍高,109,下降,479,好,18,19,496,晴,334,室内柔光,67,普通,家用音响,蜂窝数据,胎教,2026-05-14 09:54,公园,胎教,孕期App打开,3400,收藏,,,0.325,False,,人群专属,胎教,10,0.92,"周四 上午 09:54，地点类型=公园，运动状态=慢速，心率=稍高(109bpm,下降)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=蜂窝数据，日历=胎教，后续事件=孕期App打开"
s00250,user_03,22,女性,女性,情绪和身体舒缓,2026-05-20,17:57,17,周三,工作日,下午,酒店,静止,静息,78,波动,534,一般,26,13,48,多云,89,室内柔光,44,安静,耳机,蜂窝数据,读书会,2026-05-20 17:57,酒店,读书会,浏览器长阅读,177,发起导航,专注,阅读,0.773,False,,图书馆/专注/阅读,阅读,6,0.82,"周三 下午 17:57，地点类型=酒店，运动状态=静止，心率=静息(78bpm,波动)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=读书会，后续事件=浏览器长阅读"
s00167,user_05,38,男性,养宠物,陪伴和放松,2026-04-21,22:22,22,周二,工作日,深夜,酒店,静止,稍高,90,波动,361,差,30,14,17,晴,348,室内柔光,61,普通,耳机,wifi,休息,2026-04-21 22:22,酒店,休息,游戏App前台,2800,收藏,,,0.473,True,弱冲突样本，用于鲁棒性评测,游戏,游戏,4,0.74,"周二 深夜 22:22，地点类型=酒店，运动状态=静止，心率=稍高(90bpm,波动)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，日历=休息，后续事件=游戏App前台"
s00707,user_11,24,女性,学生,学习专注,2026-04-22,23:31,23,周三,工作日,深夜,酒店,静止,波动,125,波动,327,一般,9,11,56,雾,21,暗光,32,安静,耳机,wifi,,,,,社交App深夜停留,6022,继续播放,,,0.527,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周三 深夜 23:31，地点类型=酒店，运动状态=静止，心率=波动(125bpm,波动)，天气=雾，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=社交App深夜停留"
s00178,user_10,40,男性,养宠物,陪伴和放松,2026-04-28,21:19,21,周二,工作日,晚上,酒店,静止,波动,138,上升,463,好,16,12,2,阴,0,暗光,28,安静,耳机,蜂窝数据,休息,2026-04-28 21:19,酒店,休息,游戏App前台,7071,切歌,,,0.771,False,,游戏,游戏,4,0.92,"周二 晚上 21:19，地点类型=酒店，运动状态=静止，心率=波动(138bpm,上升)，天气=阴，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=休息，后续事件=游戏App前台"
s00118,user_15,41,男性,任意,日常音乐推荐,2026-05-09,18:40,18,周六,周末,晚上,酒店,高速,稍高,81,波动,367,好,63,12,1214,晴,1155,明亮,70,嘈杂,耳机,wifi,健身课,2026-05-09 18:40,酒店,健身课,健身记录开始,2124,发起导航,,,0.61,True,运动类场景但心率未达到高强度,健身/跑步,健身,2,0.74,"周六 晚上 18:40，地点类型=酒店，运动状态=高速，心率=稍高(81bpm,波动)，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=健身课，后续事件=健身记录开始"
s00410,user_22,28,女性,女性,情绪和身体舒缓,2026-05-14,21:29,21,周四,工作日,晚上,公园,静止,静息,78,上升,330,一般,20,12,46,晴,390,明亮,65,普通,家用音响,wifi,产检,2026-05-14 21:29,公园,产检,孕期App打开,99,收藏,游戏,胎教,0.634,False,,人群专属,胎教,10,0.82,"周四 晚上 21:29，地点类型=公园，运动状态=静止，心率=静息(78bpm,上升)，天气=晴，光线=明亮，噪音=普通，蓝牙=家用音响，网络=wifi，日历=产检，后续事件=孕期App打开"
s00140,user_07,19,男性,学生,学习专注,2026-05-22,08:33,8,周五,工作日,早晨,机场,中速,稍高,82,下降,364,好,10,19,934,多云,108,室内柔光,84,嘈杂,车载蓝牙,蜂窝数据,出差,2026-05-22 08:33,机场,出差,打车App打开,3457,切歌,,,0.796,False,,通勤,通勤,3,0.92,"周五 早晨 08:33，地点类型=机场，运动状态=中速，心率=稍高(82bpm,下降)，天气=多云，光线=室内柔光，噪音=嘈杂，蓝牙=车载蓝牙，网络=蜂窝数据，日历=出差，后续事件=打车App打开"
s00709,user_24,41,女性,养宠物,陪伴和放松,2026-05-02,00:11,0,周六,周末,凌晨,酒店,静止,波动,129,上升,530,好,16,13,8,晴,4,暗光,45,安静,耳机,wifi,,,,,社交App深夜停留,5609,继续播放,,,0.352,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周六 凌晨 00:11，地点类型=酒店，运动状态=静止，心率=波动(129bpm,上升)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=社交App深夜停留"
s00273,user_21,29,男性,母婴用户,家庭睡眠照护,2026-04-22,21:30,21,周三,工作日,晚上,酒店,静止,静息,78,稳定,431,差,29,11,51,多云,794,明亮,45,安静,家用音响,wifi,读书会,2026-04-22 21:30,酒店,读书会,电子书App打开,4271,调低音量,,,0.48,False,,图书馆/专注/阅读,阅读,6,0.92,"周三 晚上 21:30，地点类型=酒店，运动状态=静止，心率=静息(78bpm,稳定)，天气=多云，光线=明亮，噪音=安静，蓝牙=家用音响，网络=wifi，日历=读书会，后续事件=电子书App打开"
s00301,user_21,33,女性,养宠物,陪伴和放松,2026-05-02,01:43,1,周六,周末,凌晨,住宅区,静止,静息,66,稳定,235,好,33,15,65,小雨,16,暗光,43,安静,家用音响,wifi,,,,,屏幕熄灭后持续播放,24092,切歌,,,0.71,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,"周六 凌晨 01:43，地点类型=住宅区，运动状态=静止，心率=静息(66bpm,稳定)，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，后续事件=屏幕熄灭后持续播放"
s00327,user_06,38,女性,女性,情绪和身体舒缓,2026-04-21,13:57,13,周二,工作日,中午,住宅区,慢速,波动,106,下降,462,差,3,19,252,晴,103,室内柔光,32,安静,耳机,wifi,考试,2026-04-21 13:57,住宅区,考试,健康App呼吸训练,2323,调低音量,,,0.298,False,,放松/减压/深夜EMO,减压,8,0.92,"周二 中午 13:57，地点类型=住宅区，运动状态=慢速，心率=波动(106bpm,下降)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=考试，后续事件=健康App呼吸训练"
s00562,user_14,23,女性,女性,情绪和身体舒缓,2026-05-09,08:45,8,周六,周末,早晨,户外,高速,高,141,稳定,352,好,10,20,2280,晴,6358,强光,47,普通,耳机,wifi,跑步,2026-05-09 08:45,户外,跑步,运动记录开始,3621,发起导航,,,0.931,False,,健身/跑步,跑步,14,0.92,"周六 早晨 08:45，地点类型=户外，运动状态=高速，心率=高(141bpm,稳定)，天气=晴，光线=强光，噪音=普通，蓝牙=耳机，网络=wifi，日历=跑步，后续事件=运动记录开始"
s00086,user_03,21,男性,学生,学习专注,2026-05-16,07:12,7,周六,周末,早晨,写字楼,高速,稍高,110,波动,410,好,57,15,1274,晴,986,明亮,57,普通,耳机,wifi,力量训练,2026-05-16 07:12,写字楼,力量训练,健身记录开始,1823,继续播放,,,0.62,False,,健身/跑步,健身,2,0.92,"周六 早晨 07:12，地点类型=写字楼，运动状态=高速，心率=稍高(110bpm,波动)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=力量训练，后续事件=健身记录开始"
s00711,user_13,32,男性,母婴用户,家庭睡眠照护,2026-04-20,01:36,1,周一,工作日,凌晨,住宅区,静止,波动,116,上升,370,差,16,14,62,多云,49,暗光,42,安静,耳机,wifi,,,,,社交App深夜停留,2460,调低音量,,,0.782,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周一 凌晨 01:36，地点类型=住宅区，运动状态=静止，心率=波动(116bpm,上升)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=社交App深夜停留"
s00111,user_07,36,男性,母婴用户,家庭睡眠照护,2026-05-23,07:50,7,周六,周末,早晨,写字楼,中速,高,167,上升,471,好,3,10,1055,大雪,721,明亮,86,嘈杂,耳机,蜂窝数据,力量训练,2026-05-23 07:50,写字楼,力量训练,健身记录开始,3676,切歌,,,0.774,False,,健身/跑步,健身,2,0.92,"周六 早晨 07:50，地点类型=写字楼，运动状态=中速，心率=高(167bpm,上升)，天气=大雪，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，日历=力量训练，后续事件=健身记录开始"
s00016,user_23,29,男性,任意,日常音乐推荐,2026-04-25,16:37,16,周六,周末,下午,住宅区,慢速,稍高,97,上升,352,好,17,18,533,晴,16,暗光,37,安静,家用音响,蜂窝数据,无安排,2026-04-25 16:37,住宅区,无安排,短视频退出后停留,1495,切歌,,,0.941,False,,放松/减压/深夜EMO,放松,0,0.92,"周六 下午 16:37，地点类型=住宅区，运动状态=慢速，心率=稍高(97bpm,上升)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=蜂窝数据，日历=无安排，后续事件=短视频退出后停留"
s00092,user_05,21,女性,学生,学习专注,2026-05-11,07:06,7,周一,工作日,早晨,商场,中速,稍高,86,稳定,442,好,28,10,532,大雪,699,明亮,73,嘈杂,耳机,蜂窝数据,健身课,2026-05-11 07:06,商场,健身课,健身记录开始,3777,无,,,0.609,False,,健身/跑步,健身,2,0.92,"周一 早晨 07:06，地点类型=商场，运动状态=中速，心率=稍高(86bpm,稳定)，天气=大雪，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，日历=健身课，后续事件=健身记录开始"
s00062,user_17,41,女性,任意,日常音乐推荐,2026-05-17,11:10,11,周日,周末,上午,图书馆,静止,静息,67,下降,518,一般,12,15,45,晴,592,明亮,34,安静,耳机,wifi,自习,2026-05-17 11:10,图书馆,自习,学习App打开,4280,收藏,,,0.442,False,,图书馆/专注/阅读,图书馆,1,0.87,"周日 上午 11:10，地点类型=图书馆，运动状态=静止，心率=静息(67bpm,下降)，天气=晴，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=自习，后续事件=学习App打开"
s00339,user_09,26,女性,女性,情绪和身体舒缓,2026-05-24,13:10,13,周日,周末,中午,酒店,静止,稍高,95,稳定,548,一般,3,11,77,小雨,248,室内柔光,39,安静,耳机,wifi,项目截止,2026-05-24 13:10,酒店,项目截止,音乐App主动播放,88,发起导航,专注,减压,0.673,False,,放松/减压/深夜EMO,减压,8,0.82,"周日 中午 13:10，地点类型=酒店，运动状态=静止，心率=稍高(95bpm,稳定)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=项目截止，后续事件=音乐App主动播放"
s00104,user_13,32,女性,女性,情绪和身体舒缓,2026-05-01,07:04,7,周五,工作日,早晨,酒店,高速,稍高,96,稳定,261,差,93,19,1101,多云,1106,明亮,89,嘈杂,耳机,wifi,力量训练,2026-05-01 07:04,酒店,力量训练,健身记录开始,2476,调低音量,,,0.336,False,,健身/跑步,健身,2,0.92,"周五 早晨 07:04，地点类型=酒店，运动状态=高速，心率=稍高(96bpm,稳定)，天气=多云，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=力量训练，后续事件=健身记录开始"
s00119,user_18,40,女性,任意,日常音乐推荐,2026-05-12,19:46,19,周二,工作日,晚上,酒店,中速,稍高,96,波动,244,一般,80,18,596,晴,484,明亮,59,普通,耳机,wifi,健身课,2026-05-12 19:46,酒店,健身课,健身记录开始,2035,发起导航,,,0.614,False,,健身/跑步,健身,2,0.92,"周二 晚上 19:46，地点类型=酒店，运动状态=中速，心率=稍高(96bpm,波动)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=健身课，后续事件=健身记录开始"
s00065,user_08,34,女性,母婴用户,家庭睡眠照护,2026-04-27,09:59,9,周一,工作日,上午,图书馆,静止,静息,76,下降,271,好,15,10,27,晴,72,室内柔光,40,安静,耳机,蜂窝数据,考试周,2026-04-27 09:59,图书馆,考试周,学习App打开,5504,收藏,,,0.547,False,,图书馆/专注/阅读,图书馆,1,0.87,"周一 上午 09:59，地点类型=图书馆，运动状态=静止，心率=静息(76bpm,下降)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=考试周，后续事件=学习App打开"
s00715,user_18,36,男性,任意,日常音乐推荐,2026-05-17,23:59,23,周日,周末,深夜,酒店,静止,波动,122,波动,306,差,24,13,79,阴,31,暗光,33,安静,耳机,wifi,,,,,社交App深夜停留,3139,收藏,,,0.55,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周日 深夜 23:59，地点类型=酒店，运动状态=静止，心率=波动(122bpm,波动)，天气=阴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=社交App深夜停留"
s00188,user_15,32,男性,养宠物,陪伴和放松,2026-04-26,23:05,23,周日,周末,深夜,住宅区,静止,稍高,79,下降,507,一般,15,16,26,晴,16,暗光,29,安静,耳机,wifi,,,,,游戏App前台,4735,收藏,,,0.549,False,,游戏,游戏,4,0.92,"周日 深夜 23:05，地点类型=住宅区，运动状态=静止，心率=稍高(79bpm,下降)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=游戏App前台"
s00641,user_04,21,女性,任意,日常音乐推荐,2026-04-30,21:47,21,周四,工作日,晚上,住宅区,静止,静息,74,波动,305,差,33,19,76,大雪,24,暗光,42,安静,耳机,蜂窝数据,冥想,2026-04-30 21:47,住宅区,冥想,健康App呼吸训练,2180,切歌,,,0.302,False,,瑜伽/冥想,冥想,16,0.92,"周四 晚上 21:47，地点类型=住宅区，运动状态=静止，心率=静息(74bpm,波动)，天气=大雪，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=冥想，后续事件=健康App呼吸训练"
s00331,user_22,40,女性,任意,日常音乐推荐,2026-04-30,18:56,18,周四,工作日,晚上,住宅区,静止,稍高,105,波动,254,差,19,12,41,多云,333,室内柔光,34,安静,耳机,wifi,项目截止,2026-04-30 18:56,住宅区,项目截止,健康App呼吸训练,603,发起导航,,,0.296,False,,放松/减压/深夜EMO,减压,8,0.92,"周四 晚上 18:56，地点类型=住宅区，运动状态=静止，心率=稍高(105bpm,波动)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=项目截止，后续事件=健康App呼吸训练"
s00288,user_08,21,女性,学生,学习专注,2026-04-27,23:32,23,周一,工作日,深夜,住宅区,静止,静息,66,波动,506,一般,9,22,12,晴,1,暗光,40,安静,耳机,wifi,,,,,屏幕熄灭后持续播放,14195,发起导航,,,0.707,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,"周一 深夜 23:32，地点类型=住宅区，运动状态=静止，心率=静息(66bpm,波动)，天气=晴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=屏幕熄灭后持续播放"
s00578,user_20,35,女性,女性,情绪和身体舒缓,2026-05-14,18:58,18,周四,工作日,晚上,户外,高速,高,131,波动,408,好,11,18,1999,多云,1131,明亮,76,嘈杂,耳机,蜂窝数据,跑步,2026-05-14 18:58,户外,跑步,运动记录开始,3425,发起导航,,,0.574,False,,健身/跑步,跑步,14,0.92,"周四 晚上 18:58，地点类型=户外，运动状态=高速，心率=高(131bpm,波动)，天气=多云，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，日历=跑步，后续事件=运动记录开始"
s00480,user_11,30,女性,养宠物,陪伴和放松,2026-04-26,20:18,20,周日,周末,晚上,住宅区,慢速,静息,75,下降,413,好,16,22,512,小雨,225,室内柔光,60,普通,家用音响,wifi,,,,,音乐App主动播放,160,收藏,冥想,宠物陪伴,0.364,False,,人群专属,宠物陪伴,11,0.82,"周日 晚上 20:18，地点类型=住宅区，运动状态=慢速，心率=静息(75bpm,下降)，天气=小雨，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=wifi，后续事件=音乐App主动播放"
s00437,user_01,23,女性,女性,情绪和身体舒缓,2026-05-18,20:55,20,周一,工作日,晚上,住宅区,静止,静息,71,波动,376,好,20,17,41,小雨,1017,明亮,54,普通,耳机,蜂窝数据,产检,2026-05-18 20:55,住宅区,产检,孕期App打开,1846,收藏,,,0.548,True,弱冲突样本，用于鲁棒性评测,人群专属,胎教,10,0.74,"周一 晚上 20:55，地点类型=住宅区，运动状态=静止，心率=静息(71bpm,波动)，天气=小雨，光线=明亮，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=产检，后续事件=孕期App打开"
s00477,user_17,25,男性,养宠物,陪伴和放松,2026-05-13,19:47,19,周三,工作日,晚上,住宅区,静止,稍高,98,波动,251,好,14,22,64,多云,618,明亮,35,安静,耳机,wifi,遛宠,2026-05-13 19:47,住宅区,遛宠,宠物App打开,2847,继续播放,,,0.808,False,,人群专属,宠物陪伴,11,0.92,"周三 晚上 19:47，地点类型=住宅区，运动状态=静止，心率=稍高(98bpm,波动)，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=wifi，日历=遛宠，后续事件=宠物App打开"
